id,lat,lon,name
H_149190150,49.6586,19.3056,Pewel Mala (Koszarawa)
H_152220050,52.415,22.5608,Frankopol (Bug)
H_149200080,49.6747,20.0794,Mszana Dolna (Mszanka)
H_149190040,49.4925,19.1172,Ujsoly (Woda Ujsolska)
H_150160210,50.2653,16.6622,Wilkanow (Wilczka)
H_150180220,50.2981,18.6683,Gliwice (Klodnica)
H_151180070,51.0353,18.4344,Gorzow Slaski (Prosna)
H_149180010,49.9936,18.2872,Krzyzanowice (Odra)
H_150210090,50.9619,21.2789,Kunow (Kamienna)
H_151190030,51.5969,19.1219,Lask (Grabia)
H_150150100,50.8703,15.8269,Wojanow (Bobr)
H_151150140,51.3258,15.5706,Dabrowa Boleslawiecka (Bobr)
H_151160180,51.0867,16.7925,Bogdaszowice (Strzegomka)
H_153200030,53.9172,20.1958,Kalisty (Pasleka)
H_152230090,52.9158,23.5228,Narew (Narew)
H_152150240,52.8856,15.9778,Drawiny (Drawa)
H_152160010,52.8617,16.0017,Krzyz (Notec)
H_153210070,53.1083,21.4786,Bialobrzeg Blizszy (Omulew)
H_149190340,49.6136,19.9489,Rabka 2 (Raba)
H_149220200,49.7669,22.8231,Krowniki (Wiar)
H_150220110,50.5422,22.7153,Bilgoraj (Biala Lada)
H_149190370,49.7197,19.9783,Lubien (Lubienka)
H_150160220,50.5044,16.7397,Bardo Slaskie (Nysa Klodzka)
H_152150090,52.7392,15.4178,Santok (Notec)
H_150170080,50.2858,17.4281,Jarnoltowek (Zloty Potok)
H_150150130,50.7394,15.9864,Blazkowa (Bobr)
H_154190110,54.2603,19.7117,Nowe Sadluki (Bauda)
H_149220020,49.4036,22.1503,Szczawne (Oslawa)
H_150170220,50.4481,17.8969,Dobra (Biala)
H_151170010,51.1711,17.0475,Krzyzanowice (Widawa)
H_153230080,53.2169,23.1806,Sochonie (Czarna)
H_150190140,50.0647,19.1936,Bierun Nowy (Wisla)
H_151230060,51.185,23.8078,Dorohusk (Bug)
H_149180180,49.6181,18.9356,Wisla Czarne (Biala Wiselka)
H_154160020,54.0625,16.1167,Bialogorzyno (Radew)
H_149200270,49.5264,20.8589,Labowa (Kamienic)
H_151150070,51.6139,15.2897,Zagan (Czerna Wielka)
H_150150190,50.8203,15.6836,Podgorzyn (Podgorna)
H_153180140,53.0608,18.9281,Elgiszewo (Drweca)
H_151180010,51.6394,18.0689,Olobok (Olobok)
H_153230070,53.6719,23.1164,Sztabin (Biebrza)
H_152210070,52.1392,21.3303,Wolka Mladzka (Swider)
H_150210070,50.2994,21.2308,Wampierzow (Bren)
H_153190130,53.4297,19.6908,Kuligi (Nowe Miasto) (Wel)
H_150150050,50.85,15.5883,Piechowice (Kamienna)
H_150160200,50.3731,16.6739,Zelazno (Biala Ladecka)
H_149180160,49.6189,18.9186,Wisla Czarne (Wisla)
H_150190120,50.4272,19.1778,Przeczyce (Czarna Przemsza)
H_149190220,49.6861,19.6636,Skawica Dolna (Skawica)
H_149190390,49.4594,19.9867,Ludzmierz (Wielki Rogoznik)
H_150220010,50.0397,22.0156,Rzeszow (Wislok)
H_150160010,50.7864,16.0361,Kamienna Gora (Bobr)
H_150220130,50.1006,22.89,Zapalow (Lubaczowka)
H_149220210,49.9378,22.9169,Nienowice (Wisznia)
H_150150070,50.8986,15.7222,Jelenia Gora 2 (Kamienna)
H_154180080,54.6133,18.225,Wejherowo (Reda)
H_150140020,50.8964,14.8369,Sieniawka (Nysa Luzycka)
H_149200200,49.7394,20.63,Jakubkowice (Lososina)
H_150170100,50.6456,17.4783,Kopice (Nysa Klodzka)
H_149210060,49.7247,21.4433,Topoliny (Ropa)
H_150190150,50.6733,19.2039,Poraj (Warta)
H_151210050,51.8928,21.2544,Gusin (Wiala)
H_153140200,53.3514,14.9164,Morzyczyn (jez.Miedwie)
H_153180010,53.8411,18.0928,Czarna Woda (Wda)
H_150230080,50.7342,23.0206,Michalow (Wieprz)
H_150180040,50.0306,18.1542,Bojanow (Psina)
H_154220050,54.3092,22.3681,Jurkiszki (Jarka)
H_151210090,51.0331,21.6814,Czekarzewice (Kamienna)
H_150160230,50.3467,16.8703,Ladek Zdroj (Biala Ladecka)
H_150140100,50.8922,14.995,Bogatynia (Miedzianka)
H_149200130,49.9206,20.3083,Stradomka (Stradomka)
H_150180100,50.6633,18.3425,Staniszcze Wielkie (Mala Panew)
H_151200090,51.6092,20.5733,Nowe Miasto/Pilica (Pilica)
H_151150180,51.2728,15.9456,Chojnow (Skora)
H_152220070,52.7439,22.8186,Bransk (Nurzec)
H_151210020,51.0117,21.1011,Michalow 2 (Kamienna)
H_154170080,54.4194,17.4156,Lupawa (Lupawa)
H_150190080,50.2608,19.1403,Radocha (Czarna Przemsza)
H_149190170,49.9992,19.4456,Zator (Skawa)
H_153170040,53.1508,17.2708,Wyrzysk (Lobzonka)
H_150170070,50.3164,17.38,Glucholazy (Biala Glucholaska)
H_150220100,50.0211,22.7028,Jaroslaw (San)
H_154160120,54.2806,16.8783,Korzybie (Wieprza)
H_150160100,50.4853,16.5711,Gorzuchow (Scinawka)
H_150160150,50.2964,16.6486,Bystrzyca Klodzka 2 (Bystrzyca)
H_151150060,51.0283,15.2867,Lesna (Kwisa)
H_150180050,50.6792,18.2039,Ozimek (Mala Panew)
H_151160070,51.1117,16.0936,Winnica (Nysa Szalona)
H_150160290,50.9875,16.8292,Gniechowice (Czarna Woda)
H_152170150,52.1381,17.9761,Trabczyn (Bawol)
H_149190360,49.4686,19.9756,Ludzmierz (Lepietnica)
H_151170110,51.8983,17.9536,Boguslaw (Prosna)
H_153180150,53.5167,18.9489,Rogozno (Osa)
H_149190310,49.7969,19.9247,Stroza (Raba)
H_150170140,50.7619,17.675,Skorogoszcz (Nysa Klodzka)
H_151160040,51.31,16.0469,Bukowna (Czarna Woda)
H_151180030,51.2797,18.1317,Kuznica Skakawska (Niesob)
H_150160250,50.8022,16.8922,Bialobrzezie (Sleza)
H_154170060,54.6617,17.2147,Smoldzino (Lupawa)
H_154170120,54.25,17.5797,Soszyca (Slupia)
H_149210070,49.73,21.4592,Zolkow (Wisloka)
H_150220020,50.5975,22.1397,Ruda Jastkowska (Bukowa)
H_151180110,51.9725,18.7911,Uniejow (Warta)
H_150160130,50.7819,16.5842,Moscisko (Pilawa)
H_150180270,50.4122,18.9719,Kozlowa Gora (Brynica)
H_150180080,50.2844,18.2758,Grabowka (Bierawka)
H_151180140,51.465,18.9431,Podgorze (Widawka)
H_150180190,50.5711,18.6244,Krupski Mlyn (Mala Panew)
H_151200020,51.5372,20.1339,Spala (Pilica)
H_150190070,50.2594,19.1367,Szabelnia (-)
H_152160130,52.2483,16.8564,Mosin (Kanal Mosinski)
H_149180060,49.7458,18.6297,Cieszyn (Olza)
H_150150040,50.9439,15.6039,Barcinek (Kamienica)
H_150150110,50.7947,15.8342,Kowary (Jedlica)
H_151210010,51.0758,21.0189,Wachock (Kamienna)
H_150230010,50.8086,23.0411,Nielisz (Wieprz)
H_150190240,50.5453,19.3703,Kreciwilk (Warta)
H_150150060,50.9639,15.6406,Pilchowice (Bobr)
H_151170070,51.5756,17.67,Odolanow (Barycz)
H_150160060,50.7331,16.4033,Jugowice (Bystrzyca)
H_150150030,50.8225,15.44,Jakuszyce (Kamienna)
H_151160090,51.0483,16.1897,Jawor (Nysa Szalona)
H_150160170,50.2936,16.6483,Bystrzyca Klodzka (Nysa Klodzka)
H_150150200,50.8222,15.7192,Sosnowka (Sosniak)
H_154190140,54.3842,19.8264,Braniewo (Pasleka)
H_151160170,51.2606,16.7267,Brzeg Dolny (Odra)
H_151140020,51.9156,14.7544,Plesno (Lubsza)
H_153220010,53.1933,22.0933,Piatnica-Lomza (Narew)
H_152210170,52.2472,21.0208,Warszawa-Bulwary (Wisla)
